"annotation_id","annotator","created_at","disciplina","id","intent_choice","lead_time","question","question_id","split","true_answer","updated_at"
151,"1","2025-09-17T17:21:43.291389Z","Matemática",152,"Procedimental",4.192,"TEXTO DE REFERÊNCIA: Em uma academia de ginástica, há três tipos de atividades disponíveis: crossfit, musculação e dança. Sabe‑se que há 140 alunos nessa academia e que todos eles praticam ao menos uma dessas atividades. Desses alunos, 10 participam das três modalidades, 114 fazem as aulas de dança ou musculação e 110 praticam musculação ou crossfit. Tem‑se que o número de alunos que fazem exatamente dois tipos de atividades é o quádruplo daqueles que fazem as três modalidades oferecidas na academia.

Quantos alunos praticam apenas musculação?","f7e67386a6aaf70dfefc569672fbf0d441950771d6df32823d06895ce50a8786f2cdf274451f84cf90e89db9b99c96ecde8e517ede5c1e8952325d1a819af830","train","34","2025-09-17T17:21:43.291400Z"
152,"1","2025-09-17T17:21:49.709503Z","Matemática",153,"Comparativo",5.487,"TEXTO DE REFERÊNCIA: Tabela de pacotes de resorts pesquisados:
Local | Valor do pacote (R$) | Diárias
Maceió | 8 000,00 | 4
Porto de Galinhas | 10 500,00 | 5
Fortaleza | 10 400,00 | 8
Porto Seguro | 8 400,00 | 7
Angra dos Reis | 7 800,00 | 6
No momento de escolher a viagem, a família optou pelo pacote com o menor custo da diária. Qual resort foi escolhido pela família?","7af27c67bf76c1828f6d8ad4872a4e7370f21b5b16f679679263f3b71a6c1de29d1571519b9d397244a5e38678f8f2f8a150965d9f16d65e754795b2229104e7","train","Porto Seguro","2025-09-17T17:21:49.709514Z"
153,"1","2025-09-17T17:21:55.155543Z","Ciências Humanas",154,"Análise de Exemplo",4.555,"Tanto em Portugal quanto nas terras descobertas e que prosseguiram na sua posse, vigoraram essas leis, transferindo‑se para as colônias, por consequência, toda a complicada máquina funcional respectiva, composta de provedores, ouvidores, capitães‑mores, oficiais da Fazenda, alcaides encarregados do abastecimento e segurança das praças mais distantes, e tantos outros agentes do poder público, [...] já que à Coroa interessava a remessa periódica dos impostos arrecadados para a metrópole.

CARMIGNANI, M. C. da S. A justiça no Brasil Colônia. Revista da Faculdade de Direito, Universidade de São Paulo, [S. l.], v. 113, 2018. p. 47.

Qual era o objetivo da implementação de uma legislação no Brasil nesse contexto de ocupação territorial?","3913ed68ba67bf3e62b21e53ae5388e0c5968c2ba5b3bb8aaa51a2717b718b3a2a8eb7b08ac383d57f517cbc81997eb8cdce9905a27434fe3ec887d2654cb893","test","reforçar a prática administrativa lusitana","2025-09-17T17:21:55.155554Z"
154,"1","2025-09-17T17:22:11.481336Z","Ciências da Natureza",155,"Conceitual",15.324,"TEXTO DE REFERÊNCIA: O que é a poluição do solo

Este mal invisível aparece quando a concentração de componentes poluentes na superfície é tão alta que causa danos na biodiversidade do solo e coloca em risco a nossa saúde especialmente através da alimentação. Mais precisamente, atividades como a pecuária e a agricultura intensivas costumam utilizar medicamentos, pesticidas e fertilizantes que contaminam os campos, da mesma forma que acontece com os metais pesados e outras substâncias químicas de origem natural ou antropogênica.

Disponível em: <www.iberdrola.com>. Acesso em: 22 ago. 2023.

Qual outra atividade humana contribui diretamente para esse tipo de poluição?","073e1da1cc91c9a4aa9af2d18e1b596481d3f28bb1e313bcbb5c80ebc4789a13570924b70a371c7162762886abe3f2e581a1c76098af6cdd4c1c5afa229fabff","train","Descarte de rejeitos em lixões, liberando líquidos poluentes.","2025-09-17T17:22:11.481346Z"
155,"1","2025-09-17T17:22:14.456374Z","Ciências da Natureza",156,"Procedimental",2.011,"TEXTO DE REFERÊNCIA: Para testar a eficiência energética de um modelo de micro-ondas, uma empresa colocou dentro dele um recipiente de capacidade térmica desprezível contendo 400 mL de água. Ao ligar o micro‑ondas em sua potência máxima por 20 s, a temperatura da água aumentou em 10 °C até o final do aquecimento. Para obter essa eficiência, calcula‑se a razão entre a energia efetivamente utilizada por segundo durante o aquecimento e a energia elétrica por segundo consumida pelo aparelho.

Sabendo que o modelo testado consome 1 200 J de energia elétrica por segundo, que 1 cal = 4,2 J, que o calor específico da água é igual a 1 cal · g⁻¹ · °C⁻¹ e que 1 litro de água equivale a 1 kg, qual é a eficiência energética desse aparelho?","7b4f7fd9f02fb47d9994319cee792c84ee14781dbff27f8853a099b1004c87bceef09c2f49eb91d5e4f32c6bce4be9a78d3361ad0a5f6b46512ff631b1df3bea","test","70%","2025-09-17T17:22:14.456391Z"
156,"1","2025-09-17T17:22:19.192655Z","Ciências Humanas",157,"Análise de Exemplo",3.772,"TEXTO DE REFERÊNCIA: Em 1979, Shenzhen era uma pequena cidade rural, de 50 mil habitantes. Um ano depois, o governo fez de Shenzhen uma das Zonas Econômicas Especiais (ZEE) do país. Após 20 anos, a cidade tornou‑se um importante centro industrial de onde saíam produtos dos mais variados e consolidou‑se como uma das estrelas da revolução econômica da China. Seu tamanho acompanhou sua crescente importância: a população de Shenzhen, que em 2001 já era de mais de 7 milhões de habitantes, chegou a mais de 12 milhões em 2020.

“Como duas décadas de expansão criaram o ‘século da China’”. Disponível em: <https://www.bbc.com>. Acesso em: 20 dez. 2021. (Adaptado)

Com base no texto acima, qual foi o objetivo principal do governo chinês ao criar Zonas Econômicas Especiais como a de Shenzhen?","b5ca955f39f8a0464f500a25f5cec43055ef1a4f04103925942770a2a9b3feba0d6f2467c66712d393eb5cc221afe6b8f32c2fd934586c51e75db6324d7538ed","train","Atrair investimentos estrangeiros.","2025-09-17T17:22:19.192665Z"
157,"1","2025-09-17T17:22:23.554856Z","Matemática",158,"Procedimental",2.547,"TEXTO DE REFERÊNCIA: Em um acampamento previsto para 30 dias, 50 pessoas ficarão alojadas em barracas com suprimentos alimentares, que foram distribuídos igualmente em porções diárias de 750 gramas por pessoa. Devido a questões pessoais, 20 pessoas do grupo retornaram para suas residências 5 dias antes do previsto inicialmente. Por isso, para evitar o desperdício dos suprimentos alimentares, os demais integrantes deverão redistribuir, igualmente entre eles, a quantidade remanescente de suprimentos para os dias restantes.

Nessa nova circunstância, a porção de suprimentos diária por pessoa, em grama, será de:","6f2cc271b19ea7948d4195d7bda157206ef5a1134fcd3de464a9b934daaca6bb4cf97bdd6d529167b17d4664d1ff94b371e26a5c7286a4c599a3ddbed0253d01","train","1250","2025-09-17T17:22:23.554871Z"
158,"1","2025-09-17T17:22:34.420518Z","Linguagens e Códigos",159,"Análise de Exemplo",9.871,"TEXTO DE REFERÊNCIA: A um poeta

Longe do estéril turbilhão da rua,
Beneditino escreve! No aconchego
Do claustro, na paciência e no sossego,
Trabalha e teima, e lima, e sofre, e sua!

Mas que na forma se disfarce o emprego
Do esforço: e trama viva se construa
De tal modo, que a imagem fique nua
Rica mas sóbria, como um templo grego

Não se mostre na fábrica o suplicio
Do mestre. E natural, o efeito agrade
Sem lembrar os andaimes do edifício:

Porque a Beleza, gêmea da Verdade
Arte pura, inimiga do artifício,
É a força e a graça na simplicidade

BILAC, Olavo. “A um poeta”. Tarde. São Paulo: Principis, 2021.

No poema de Olavo Bilac, o foco da poética parnasiana na forma de composição literária manifesta‑se na:","51bb7460c34b0503741f4dffd49814a8351e9e64ca575880d5dd12b975d700161990a36f9a9f241e007324076d14cab0ef17cfda51e1c8e4d92eba54f3e85f03","valid","tematização do próprio fazer poético","2025-09-17T17:22:34.420529Z"
159,"1","2025-09-17T17:22:43.067864Z","Ciências da Natureza",160,"Conceitual",7.745,"TEXTO DE REFERÊNCIA: Por anos, o vendedor paulista Alessandro Guerra Prudente, 23 anos, se queixou de sentir uma leve aceleração do lado direito do peito, mas nunca entendeu o motivo. […] Ao tentar tratar um problema gástrico, o rapaz foi surpreendido pelos médicos com a notícia de que tem importantes órgãos localizados no lado “errado” do corpo. […] Exames de imagem mostraram que o fígado, geralmente disposto do lado direito do abdômen, está no esquerdo. O baço, que deveria estar à esquerda, aparece à direita. Alessandro foi diagnosticado com situs inversus, uma condição rara com incidência de apenas 0,1 % na população mundial. Estudos indicam que essa condição está associada a mutações genéticas que afetam a formação da simetria corporal durante o desenvolvimento embrionário.

A explicação para a transmissão de características como no caso do situs inversus, observado em Alessandro, seria:","75da17bcf1828f3de044c59b72a18402af8c97d0c0e260fba0841c77c5c723f8c372b16187fef9f747ec38c18a4d4d1de5efc67a2639388decf36d8c6664ca7b","train","O DNA carrega a informação genética transmitida de geração em geração.","2025-09-17T17:22:43.067873Z"
160,"1","2025-09-17T17:23:08.523883Z","Ciências Humanas",161,"Análise de Exemplo",20.158,"TEXTO DE REFERÊNCIA: Negrinha era uma pobre órfã de 7 anos. Preta? Não; fusca, mulatinha escura, de cabelos ruços e olhos assustados.

Nascera na senzala, de mãe escrava, e seus primeiros anos vivera-os pelos cantos escuros da cozinha, sobre velha
esteira e trapos imundos. Sempre escondida, que a patroa não gostava de crianças.

Excelente senhora a patroa. Gorda, rica, dona do mundo, amimada dos padres, com lugar certo na igreja e camarote
de luxo reservado no céu. [...]

Assim nasceu Negrinha – magra, atrofiada, com os olhos eternamente assustados. Órfã aos 4 anos, por ali ficou feito

gato sem dono, levada a pontapés. Não compreendia a ideia dos grandes. Batiam‑lhe sempre, por ação ou omissão.

LOBATO, M. _Negrinha_. São Paulo: Globo Livros, 2012. [Fragmento]

Considerando as descrições das personagens e seus contrastes no texto de Monteiro Lobato, o que essas construções revelam?","113516d4e5d750b5d8e683384b13ba5c3439f4876059ddca55989ddd905acc7b47980594f941fc561fedfe383a99f98527d21eac773dd31115ccb738095276f8","test","as consequências da marginalização pós‑abolição.","2025-09-17T17:23:08.523893Z"
161,"1","2025-09-17T17:23:13.726931Z","Matemática",162,"Comparativo",4.053,"TEXTO DE REFERÊNCIA: Um motorista, cujo veículo tem um desempenho de 12 km/L na estrada, está planejando uma viagem. No mapa, cuja escala era de 1 : 250 000, a distância indicada era de 90 cm. Porém, ao calcular a quantidade de combustível necessária, o motorista se confundiu e usou uma escala de 1 : 200 000.

A quantidade de combustível calculada usando a escala de 1 : 200 000 é quantos por cento menor que a quantidade necessária usando a escala correta de 1 : 250 000?","994564bf13582392c642b989180db35a1f389dfd69c0da66afdb962b116b847e0fa11c9053054421b1a8b5a1fc2ddb6aa6d5c97b7b6b739c9c0d6f2f44797fec","test","20% menor","2025-09-17T17:23:13.726942Z"
162,"1","2025-09-17T17:23:18.800632Z","Linguagens e Códigos",163,"Conceitual",4.23,"TEXTO DE REFERÊNCIA: 'So that’s why I feel like my head’s exploding!'

Releia a frase: “'So that’s why I feel like my head’s exploding!'”. Qual figura de linguagem, comum na língua inglesa, está sendo usada?","6ca21e97a24a57832cb487b25e3abf907be3bfbe2c139cef7c1037950baf929941e4a1ce37c058a2274dc58f7da79eca65010b1732e88756750dd157ac2c3088","train","hipérbole","2025-09-17T17:23:18.800653Z"
163,"1","2025-09-17T17:23:27.631709Z","Matemática",164,"Comparativo",8.014,"TEXTO DE REFERÊNCIA: A mamografia é o principal exame de detecção de câncer de mama. Considera-se falso positivo quando as alterações detectadas no exame são interpretadas como um possível tumor, mas que posteriormente, em outro teste, se comprova não ser. Já o falso negativo ocorre quando o exame é realizado e não é constatada alteração no tecido mamário, mas posteriormente descobre-se que a paciente está com um tumor na mama.

Um médico, suspeitando que sua paciente está com câncer na mama, solicita que ela faça um exame do tipo A, que dá falso positivo em 10% dos casos e falso negativo em 5%. O médico acredita que a chance de a paciente estar doente é de 30% e, antes de receber o resultado, solicita um outro exame, do tipo B, que dá falso positivo em 5% dos casos e falso negativo em 1%.

O médico decide tratar sua paciente somente no caso de a probabilidade de ambos os testes darem positivo ser maior do que 30%.

ENUNCIADO: O tratamento deverá ser iniciado?","f62757e64ceb4da0abfbcaadc3cab77d3d76c66ee675cad090839447673fa2bf395e1cf0a7e2f48bec5c40f7b922ae0fd998c52ba41d42df1e0eec7eeae67e80","train","Não, pois a probabilidade é de 11,8%.","2025-09-17T17:23:27.631721Z"
164,"1","2025-09-17T17:23:33.180869Z","Matemática",165,"Procedimental",4.753,"TEXTO DE REFERÊNCIA: No estudo da cinética de enzimas, a curva de saturação para uma enzima pode ser modelada pela função

f(x) = 0,37 − e^{−[1 + (x/2000)]},

em que e representa o número de Euler e x representa a concentração de substrato, formado pelos reagentes cuja reação é catalisada pela enzima. Assim, essa função permite determinar a velocidade da reação enzimática de acordo com a quantidade de substrato presente no meio em que ela ocorre.

Com base nessas informações, qual é a expressão da função inversa f^{-1}(x) que determina a concentração de substrato a partir da velocidade da reação?","ad3d80da9c509af09e6fe12c8e3f71ffd4ec8ecf7aa127542a6d48ba0e420f28148c264190249ebb5261ed9ca24edd59cdf85746551b4e8f68a0226cd721dbc4","train","-2000[1 + ln(0,37 − x)]","2025-09-17T17:23:33.180879Z"
165,"1","2025-09-17T17:23:37.298499Z","Ciências Humanas",166,"Conceitual",3.327,"TEXTO DE REFERÊNCIA: Nas décadas de 1950 e 1960, grandes avanços ocorreram nas ciências geológicas. Possivelmente, o mais importante foi o da oceanografia, realizado por membros do Observatório Lamont Doherty de Nova Iorque. Eles pesquisaram a topografia do fundo dos oceanos, o que tornou evidente a existência de um extenso sistema de dorsais, elevações oceânicas submersas, contínuo em todos os oceanos e associado a atividades tectônicas modernas como vulcanismo e terremotos. Conhecer melhor os oceanos permitiu que os norte-americanos Harry Hess e Robert Dietz, separadamente, formulassem a hipótese do crescimento dos fundos oceânicos a partir da posição das dorsais. Nelas haveria a formação de uma crosta oceânica nova, por erupções vulcânicas provenientes do manto que está embaixo. Em seguida, esse material iria afastando‑se da dorsal e seria substituído por material sucessivamente mais novo.

Com base no texto, a formação das dorsais oceânicas é explicada como resultado do(a):","9685005f06e036ff1187cabc5fa4f39036aa8ec3dcae756e4e5326e1c2c6fe1b541c0abc1c2f0c2f44c4a3b058afd04dbcc6774340abd133282c4207191a7e39","train","afastamento entre placas tectônicas","2025-09-17T17:23:37.298519Z"
166,"1","2025-09-17T17:23:47.289451Z","Ciências da Natureza",167,"Conceitual",9.106,"TEXTO DE REFERÊNCIA: Os óculos escuros com lentes polarizadas estão crescendo em popularidade entre aqueles que valorizam proteção ocular eficaz e conforto visual em dias ensolarados. Ao contrário das lentes comuns, as lentes polarizadas contam com um filtro extra que diminui a intensidade da luz, especialmente próxima a superfícies como água, areia, neve e asfalto. Por isso, tornaram‑se uma escolha frequente para entusiastas de atividades ao ar livre.

Com base no texto acima, uma pessoa que utiliza óculos com esse tipo de lente está mais protegida da luz que as superfícies ____.","249c4cd2990d8b5daea8e37145fe8408693859fd7e3339f32cdf3aab31dfa61073cf9d290ca3356f4dd1ca2732559378bdc30219cd78aee9b0811412c7111747","train","refletem","2025-09-17T17:23:47.289468Z"
167,"1","2025-09-17T17:23:52.921070Z","Ciências Humanas",168,"Análise de Exemplo",4.638,"TEXTO DE REFERÊNCIA: Uma pesquisa feita pela Universidade de Michigan concluiu que estudantes com maior tendência ao narcisismo postavam com mais frequência em suas redes sociais. Lembrei da hipótese de que, quanto mais se faz um reforço opinativo, mais as pessoas começam a acreditar que aquilo é verdade e agir conformemente. Aquela pessoa que foi muito elogiada durante a infância cresce achando que é mesmo inteligente, quando na verdade não é. Nas redes sociais, conseguimos controlar essa exposição no nível do detalhe: do momento em que escolhemos tirar uma selfie, o ângulo que usaremos, a iluminação desejada e o filtro que melhor combina. Ganhamos muitos likes, dizem que somos lindos e passamos a nos comportar como se fôssemos mesmo aquela imagem alterada. Até almejamos “cristalizá‑la”. 

ZUIN, L. Disponível em: <https://tab.uol.com.br>. Acesso em: 18 mar. 2021.

De acordo com a autora do texto, a dinâmica e a linguagem das redes sociais favorecem:","18c2925a4df60f4897f8324b7a439ab9089fcb000bb304c27a168c935b2e643a67a9ad794b846ca479084070a6d6cb1e29d1cfdc0059ea6e77a792833dd22f93","train","a crença dos usuários nos elogios que recebem","2025-09-17T17:23:52.921081Z"
168,"1","2025-09-17T17:23:57.754010Z","Ciências da Natureza",169,"Conceitual",3.997,"TEXTO DE REFERÊNCIA: No laboratório, o alquimista procurava operar sobre a matéria de modo a aperfeiçoá‑la, imitando o que se acreditava ocorrer na natureza. Admitia‑se que os metais seriam originados no interior da Terra e se aperfeiçoariam por um processo análogo à gestação. Assim, a transmutação que ocorreria naturalmente, mas em um tempo muito longo, poderia ser acelerada pelas operações alquímicas.

Destilação: a arte de “extrair virtudes”. Química Nova na Escola, nov 1996. Disponível em: www.qnesc.sbq.org.br. Acesso em: 22 dez. 2021 (adaptado).

Pergunta: Qual estrutura da matéria é modificada pelo método científico contemporâneo que alcança o objetivo almejado pelos alquimistas de transmutar metais?","d9ee7089551f1a9ba0045f428b8f90b139f72b2431721b6889cb284c44269fff5b62ad1b3501072e2ff3da970fccd1f51a5780ed0985038e86df11e12a218ebc","valid","núcleo do átomo","2025-09-17T17:23:57.754023Z"
169,"1","2025-09-17T17:24:02.239870Z","Matemática",170,"Procedimental",3.775,"TEXTO DE REFERÊNCIA: O projeto inicial de uma piscina previa formato de bloco retangular e, em sua capacidade máxima, seriam utilizados 60 g de cloro. Decidiu-se aumentar as dimensões mantendo formato e profundidade; o comprimento foi multiplicado por 1,25 e a largura por 1,6. A quantidade de cloro é diretamente proporcional à capacidade da piscina.

Com a ampliação da piscina, quantos gramas de cloro, no máximo, serão necessários para o tratamento da água?","428ae48e39ffd6756f45b43e91a059e66bbe8e0f455bdf24ffd331bdaafcae89784b2d09d5a75a8d52247568da8b108f3e25a236f770ad095feb73d661fc284d","train","120","2025-09-17T17:24:02.239881Z"
170,"1","2025-09-17T17:24:15.605675Z","Ciências Humanas",171,"Conceitual",12.402,"TEXTO DE REFERÊNCIA: Com três aplicações apenas o mais rebelde pixaim tornava-se não só liso, como ainda fino e sedoso como o cabelo do mais apurado tipo de branco. Os raios Ômega influíam no folículo e destruíam nele a tendência de dar forma elíptica ao filamento capilar. Vencido este pendor para a forma elíptica, cessava o encarapinhamento, que não passa de mera consequência mecânica. Como é de supor, imensa foi a repercussão da notícia. Cem milhões de criaturas reviravam para o céu os olhos agradecidos. Os negros chegaram a tomar‑se de puro êxtase, convictos de que das Alturas descera a pugnar por eles alguma alta divindade, como outrora os bons deuses do Olimpo [...], pois redundaria num aperfeiçoamento físico da raça. Já o pigmento fôra destruído e, embora o esbranquiçado da pele não se revelasse côr agradável à vista, tinham esperança de obter com o tempo a perfeita equiparação cutânea. Vir agora, e assim de chofre, o resto, o cabelo liso e sedoso, a supressão do teimoso estigma de Cam, era, não havia dúvida, sinal de um fim de estágio. Reduzidas desse modo as duas características estigmatizantes da raça, o tipo africano melhorava a ponto de em numerosos casos provocar confusão com o ariano.

LOBATO, M. _O presidente negro_. 13. ed. São Paulo: Editora Brasiliense, 1979.

Com base no texto acima, qual foi a ideia central sustentada pelo racismo científico no Brasil que ele expõe?
","146566f15d9646170c81cd4c1febeb43b83f67490d11ac277e03e19acf3a5a04b4b732ed6789f4d08be22bbc09853f501762bdea2c2ac702886f6347f7567df6","train","embranquecimento progressivo da população","2025-09-17T17:24:15.605693Z"
171,"1","2025-09-17T17:24:21.377748Z","Ciências da Natureza",172,"Comparativo",3.984,"TEXTO DE REFERÊNCIA: A gelatina é um derivado alimentar do colágeno composto por uma mistura de polipeptídeos. Uma das principais características da gelatina é sua capacidade de gelatinização. Em temperaturas não muito elevadas, a gelatina apresenta a propriedade de reter moléculas de água, formando, assim, um gel.

Em alguns experimentos, a gelatina foi preparada com diferentes soluções, indicadas na tabela como reagentes. Após o resfriamento da mistura, observou‑se se houve a gelatinização ou não.

| Experimento | Substrato | Reagente                     | Resultado observado |
|-------------|-----------|-----------------------------|----------------------|
| 1           | Gelatina  | Água (branca)               | Gelatinização        |
| 2           | Gelatina  | Extrato de abacaxi          | Nenhum               |
| 3           | Gelatina  | Extrato de abacaxi fervido  | Gelatinização        |
| 4           | Gelatina  | Medicamento digestivo       | Nenhum               |
| 5           | Gelatina  | Medicamento digestivo fervido| Gelatinização       |
| 6           | Gelatina  | Solução de amaciante de carne| Nenhum             |
| 7           | Gelatina  | Solução de amaciante de carne fervida| Gelatinização |

ENUNCIADO: Os resultados obtidos nos experimentos 2, 4 e 6 podem ser explicados pela ocorrência da:","c8069cc31359b4215bb055db7dff34b45a46892e57ef0ea9fb6a9f20dcf1dbc228cbd825d146e59d927ac868cd97f7a925ba71bcbe51289b8418cb3ae1a834eb","valid","Hidrólise enzimática das ligações peptídicas da gelatina","2025-09-17T17:24:21.377762Z"
172,"1","2025-09-17T17:24:25.326295Z","Ciências Humanas",173,"Conceitual",3.147,"TEXTO DE REFERÊNCIA: “Essa ideologia baseia-se no pressuposto de que a liberalização do mercado otimiza o crescimento e a riqueza no mundo, e leva à melhor distribuição desse incremento. Toda tentativa de controlar e regulamentar o mercado deve, portanto, apresentar resultados negativos, pois restringe a acumulação de lucros sobre o capital e, portanto, impede a maximização da taxa de crescimento.

[...] Para os profetas de um mercado livre e global, tudo que importa é a soma de riqueza produzida e o crescimento econômico, sem qualquer referência ao modo como tal riqueza é distribuída.”

HOBSBAWM, Eric. O nosso século: entrevista a Antonio Polito. São Paulo: Cia das Letras, 2000. p. 78.

ENUNCIADO: O texto faz referência a um modelo econômico e ideológico do século XX. Esse modelo foi o","2a8102817429fa58fc3874068106cbc56e8033ebaa3bc1c684740a6a91659d9628830f67a24e49611412de3890541d2f813db6485dcecf292b7b81882d70d8ab","train","neoliberalismo","2025-09-17T17:24:25.326309Z"
173,"1","2025-09-17T17:24:30.031186Z","Ciências da Natureza",174,"Conceitual",3.862,"TEXTO DE REFERÊNCIA: A faixa de pH desejável para o crescimento ideal das plantas varia de acordo com as propriedades de cada cultura. Enquanto algumas culturas crescem melhor em pH 7,0, outras crescem em condições levemente ácidas. Os solos formados sob condições de alta precipitação anual são mais ácidos do que os solos formados sob condições mais áridas. Isso acontece pois os íons básicos, como Ca2+, Mg2+, Na+ e K+, são substituídos por íons H+. Um exemplo de ser vantajoso plantar em solos de alta precipitação é o cultivo de batata-doce e de mirtilo, diferentemente do que ocorre em solos de baixa precipitação, com leituras de pH do solo em torno de 7,0 a 8,0, que favorece o crescimento de beterraba e de aspargos, por exemplo.

Por que, em regiões de alta precipitação, o agricultor deve usar um produto básico para tratar o solo ao plantar beterraba?","5e5cbe78ae9b405ff78a459c3476030b8ffb9c826002867501ab87bdbb017ad2ac82a8c6431172f1f4c6e8799dae1e96124208383843d3bd77e622a1fde14458","train","Porque a precipitação de água contendo ácido carbônico fornece íons H+ ao solo.","2025-09-17T17:24:30.031196Z"
174,"1","2025-09-17T17:24:35.588355Z","Ciências Humanas",175,"Conceitual",4.683,"TEXTO DE REFERÊNCIA: Com o exílio de Napoleão Bonaparte, na ilha de Elba, após as Guerras Napoleônicas, as potências vencedoras reuniram‑se em Viena para refazer a ordem internacional, o que resultaria na formatação de um sistema político restaurativo, redesenhando o mapa político europeu, [...] de se recuperar, no que fosse possível, o absolutismo. Este novo sistema político impediria que guerras de grandes proporções surgissem, tendo a Europa vivido um período de paz, bastante longevo, sem o enfrentamento direto das Grandes Potências europeias.

KISSINGER, H. Diplomacia. Tradução de Saul S. Gefter e Ann Mary Fighiera Perpétuo. Tradução revista de Heitor Aquino Ferreira. São Paulo: Saraiva, 2012. [Fragmento adaptado]

Com base no texto, as medidas estabelecidas no Congresso de Viena (1814‑1815) tinham como objetivo:","a0bf0fdbcbb9728dea7bec2fd639411cf26c2c6207ef4ecb06f46c2b77f6a67ee3e7a05a37e99efa11098e5b754e3b619161dbf876510513cbcf9d352a58edea","test","conter os anseios republicanos advindos da Revolução Francesa","2025-09-17T17:24:35.588365Z"
175,"1","2025-09-17T17:24:41.737196Z","Matemática",176,"Comparativo",5.367,"TEXTO DE REFERÊNCIA: As distribuidoras de energia são obrigadas a contratar 100% da energia que vão fornecer aos consumidores em contratos de longo prazo firmados com geradores. Essa energia contratada às vezes pode sobrar ou faltar, e a diferença é comprada (quando falta) ou vendida (quando sobra) no chamado mercado de curto prazo, a um preço chamado de “preço de liquidação das diferenças (PLD)”. Isso porque só se negocia nesse mercado a diferença entre o contratado pelas distribuidoras e o realizado. “Quando não tem água, é o PLD que sinaliza isso”, observa Edvaldo Santana, explicando por que esse é um termo relevante na crise atual. “O normal é o PLD estar em R$ 100, R$ 150 (por megawatt-hora). Já está em R$ 350 e deve chegar no mês que vem no teto, que é R$ 580”. Com base nas informações do texto, qual é a diferença percentual aproximada entre o valor atual do PLD (R$ 350) e o valor considerado como teto (R$ 580)?","e640a246a6ad5d4ed86d50106be163ef24dabed72ee7401689b8c35aaa5730becf33fcd3c23bccb4b45100d88566c8d8e3d1d7d4b0ed72464e1974e675f2e1e5","train","66%","2025-09-17T17:24:41.737206Z"
176,"1","2025-09-17T17:24:50.583395Z","Matemática",177,"Procedimental",8.036,"TEXTO DE REFERÊNCIA: Depois de sua festa de aniversário, Juliana precisa lavar todos os utensílios de sua cozinha, como pratos, talheres, panelas e copos, antes de dormir. Ela tem uma máquina de lavar louça cujo ciclo mais rápido leva 57 minutos para realizar cada lavagem. Para lavar tudo que foi utilizado na festa, ela observou que vai precisar de três ciclos do tipo mais rápido. Ela constatou que leva 5 minutos para encher e 9 minutos para esvaziar a lava‑louças. Assim que colocar o último ciclo para lavar, ela pode ir para cama.

Se Juliana começou a encher a primeira máquina de louças às 19 h 32 min, a que horas ela estará liberada para dormir?","1cd05a020cba36bd4e47c835b884b89775d8243e8915f947591e8d8ed3ba6600969a74218ae8cfe84a2866be676038bceb56b9c2352c600b368fc56210c220e8","train","21 h 59 min","2025-09-17T17:24:50.583409Z"
177,"1","2025-09-17T17:24:56.223808Z","Linguagens e Códigos",178,"Análise de Exemplo",4.546,"TEXTO DE REFERÊNCIA: Proibir é a melhor forma de divulgar

Deixa de ser universidade a instituição que cede à
pressão de censores. Já se lê tão pouco neste país, ainda
assim há quem faz campanha para impedir o uso de livros
para vestibulares. No caso da proibição do livro Eu receberia
_as piores notícias dos seus lindos lábios_, ela acaba, como
de costume, tendo o sentido contrário pretendido pelo
censor, que não aprende que proibir é a melhor forma de
 divulgar. Eu mesmo, que nunca tinha visto o filme baseado
na obra literária, vi a película no mesmo dia da notícia do
_Popular_. Em breve vou comprar o livro.
João Batista Moraes Vieira / Setor Oeste – Goiânia,

8 de maio de 2023 às 21:43

Disponível em: <https://opopular.com.br>. Acesso em: 29 maio 2023.

Com base nessa publicação, qual é a sua função social?","f4ff1c32d2e3ae691156e3bdf4ea677934551a378e4f024b507ca69c901381bdf80e334781848c7f90ff66ae9f59ceb2906b7182670346812a2203c42c46aee8","train","Expor a opinião do leitor sobre o assunto","2025-09-17T17:24:56.223821Z"
178,"1","2025-09-17T17:25:03.690821Z","Ciências da Natureza",179,"Procedimental",6.102,"TEXTO DE REFERÊNCIA: O dióxido de nitrogênio (NO2) é um gás poluente e a sua presença na atmosfera é fator‑chave para a formação do ozônio (O3) troposférico. Além de causar efeitos prejudiciais à saúde humana, o dióxido de nitrogênio também é um dos responsáveis pelas mudanças climáticas globais.

Uma determinada indústria produz diariamente 2,5 toneladas de NO2, sendo 15 % por meio da reação química representada pela equação a seguir:

4 NH3(g) + 7 O2(g) → 4 NO2(g) + 6 H2O(v)

Dados: Massas molares em g·mol⁻¹: H = 1; N = 14 e O = 16.

Considerando a parcela de NO2 produzida nessa reação, qual é a quantidade de matéria aproximada de O2, em kmol, consumida mensalmente por essa indústria?","3b1d5751f98e99a4a08212b68caa72f57ff1c102ce2a27cac4e8c15bfd5cc5755d18ff7019c5fe8156be156380b2c217757b4e88a99387b5ad3f60f02bf37eb8","valid","428","2025-09-17T17:25:03.690834Z"
